name,species,gender,house,blood
Simon Wilkinson,Human,Male,unknown,unknown
Will,Human,Male,unknown,unknown
Maurice Willard,Human,Male,unknown,Muggle
Clyde Sizemore,Human,Male,unknown,Muggle
Maurice Willards,Human,Male,unknown,Muggle
Gerard Willerby,Human,Male,Ravenclaw,unknown
William (Hogwarts student),Human,Male,unknown,Pure-blood
William (Pukwudgie),Pukwudgie,Male,unknown,unknown
William I,Human,Male,unknown,Muggle
William III,Human,Male,unknown,Muggle
William Weasley's South American pen-friend,Human,Male,unknown,unknown
Alexander William,Human,Male,Gryffindor,unknown
Benjy Williams,Human,Male,unknown,unknown
Williamson,Human,Male,unknown,unknown
Henry Willis,unknown,unknown,unknown,unknown
Gilbert Wimple,Human,Male,unknown,unknown
Talbott Winger,Human,Male,Ravenclaw,Pure-blood
Talbott Winger's father,Human,Male,unknown,unknown
Tom Wingrove,Human,Male,unknown,Muggle
Rufus Winickus,Human,Male,Slytherin,unknown
Rubens Winikus,Human,Male,unknown,unknown
Barry Winkle,Human,Male,unknown,unknown
Winogrand,Human,Male,unknown,unknown
Winston,Human,Male,unknown,unknown
Herman Wintringham,Human,Male,unknown,unknown
Unidentified Wiseacre's Wizarding Equipment employee,Human,Male,unknown,unknown
Oliver Wiseman,Human,Male,unknown,Muggle
Stoddard Withers,Human,Male,unknown,unknown
Wizard (The Wizard and the Hopping Pot),Human,Male,unknown,unknown
Unidentified wizard in Knockturn Alley,Human,Male,unknown,unknown
Wizard in plus-fours,Human,Male,unknown,unknown
Wizard who claimed to be a dragon killer,Human,Male,unknown,unknown
Wizard who claimed to be a Vampire Hunter,Human,Male,unknown,unknown
Wizard who killed a Chimaera,Human,Male,unknown,unknown
Wizard's father,Human,Male,unknown,unknown
Simeon Woderuff,Human,Male,unknown,unknown
Wolfgang Amadeus Mozart,Human,Male,unknown,Muggle
Wladyslaw Wolfke,Human,Male,unknown,unknown
Jamie Wolpert (in-universe),Human,Male,unknown,Muggle
Nigel Wolpert,Human,Male,Gryffindor,Pure-blood
Oliver Wood's father,Human,Male,unknown,unknown
Oliver Wood,Human,Male,Gryffindor,Pure-blood
Robert Wood,Human,Male,unknown,unknown
Aron Woodbridge,Human,Male,Ravenclaw,unknown
Hengist of Woodcroft,Human,Male,Hufflepuff,unknown
Workman,Human,Male,unknown,unknown
Workmen at Tottenham Court Road,Human,Male,unknown,Muggle
Augustus Worme,Human,Male,unknown,unknown
Eldred Worple,Human,Male,unknown,unknown
Momolu Wotorson,Human,Male,unknown,unknown
Bowman Wright's father,Human,Male,unknown,Muggle
Bowman Wright,Human,Male,unknown,Half-blood
Josef Wronski,Human,Male,unknown,unknown
Nigel Wroxton,Human,Male,Ravenclaw,unknown
Mervyn Wynch,Human,Male,unknown,unknown
Bonawentura Wójcik,Human,Male,unknown,unknown
Lydian Xeep,Human,Male,unknown,unknown
Georgios Xenakis,Human,Male,unknown,unknown
J. B. Yabsley,Human,Male,unknown,Muggle
Ryuichi Yamaguchi,Human,Male,unknown,unknown
Katsuji Yamazaki,Human,Male,Hufflepuff,unknown
David Yates (in-universe),Human,Male,unknown,Muggle
Yaxley (1920s),Human,Male,unknown,Pure-blood
Corban Yaxley,Human,Male,unknown,Pure-blood
Ye Olde Curiosity Shop shopkeeper,Human,Male,unknown,unknown
Dzou Yen,Human,Male,unknown,unknown
Kousuke Yoshioka,Human,Male,Hufflepuff,unknown
Cyprian Youdle,Human,Male,unknown,unknown
Unidentified young wizard,Human,Male,unknown,unknown
Andy Young,Human,Male,unknown,Muggle
M. Young,Human,Male,unknown,Muggle
Blaise Zabini,Human,Male,Slytherin,Pure-blood
Ladislaw Zamojski,Human,Male,unknown,unknown
Georgi Zdravko,Human,Male,unknown,unknown
Alonzo Zema,Human,Male,unknown,Muggle
Lev Zograf,Human,Male,unknown,unknown
Zonko,Human,Male,unknown,unknown
Zoo director,Human,Male,unknown,Muggle
1996 Gryffindor Quidditch Keeper trials spectators,unknown,unknown,unknown,unknown
Abraxan at the Magical Creatures Reserve,Abraxan,unknown,unknown,unknown
Aceline Faure,Human,unknown,unknown,unknown
Albanian peasant,Human,unknown,unknown,Muggle
Albus Dumbledore's great-great-grandfather's phoenix,Phoenix,unknown,unknown,unknown
Albus Potter's ferret,Ferret,unknown,unknown,unknown
Albus Potter's owl,Owl,unknown,unknown,unknown
Alice Longbottom's midwife,Human,unknown,unknown,unknown
R. Amorim (American),Human,unknown,unknown,unknown
R. Amorim (British),Human,unknown,unknown,unknown
N. Amorinus,Human,unknown,unknown,unknown
Amycus Carrow's successor,Human,unknown,unknown,unknown
Aravind C.,unknown,unknown,unknown,unknown
Arthur Weasley's ten unidentified subordinates,Human,unknown,unknown,unknown
Astoria Malfoy's ancestor,unknown,unknown,unknown,Pure-blood
Augurey at the Magical Creatures Reserve,Augurey,unknown,unknown,unknown
Bagshot,Human,unknown,unknown,unknown
Band at William Weasley and Fleur Delacour's wedding,Human,unknown,unknown,unknown
Bartemius Crouch Junior's spiders,unknown,unknown,unknown,unknown
Bell,Human,unknown,unknown,unknown
Bilm,House-elf,unknown,unknown,unknown
Bletchley,Human,unknown,unknown,Pure-blood
Blishen (Muggle),Human,unknown,unknown,Muggle
J. Blishen,Human,unknown,unknown,unknown
Y. Blishen,Human,unknown,unknown,unknown
Beatrix Bloxam's cousins,Human,unknown,unknown,unknown
Edgar Bones' children,unknown,unknown,unknown,Pure-blood
Bradley,Human,unknown,Ravenclaw,unknown
Brodwin,Owl,unknown,unknown,unknown
Owle Bullock,Human,unknown,unknown,unknown
K. Bundy,Human,unknown,unknown,unknown
Bungy,Budgerigar,unknown,unknown,unknown
Buried Vault Hungarian Horntail,Dragon,unknown,unknown,unknown
B. C.,Human,unknown,unknown,unknown
Cadium Featherstone,unknown,unknown,unknown,unknown
Cadogan's children,Human,unknown,unknown,Pure-blood
Cadogan's pony,Pony,unknown,unknown,unknown
Lima Carneiro,Human,unknown,unknown,Muggle
M. Carneiro (Muggle),Human,unknown,unknown,Muggle
M. Carneirus (American),Human,unknown,unknown,unknown
M. P. Carneirus,Human,unknown,unknown,unknown
M. P. N. Carneirus,Human,unknown,unknown,unknown
Chimaera at the Magical Creatures Reserve,Chimaera,unknown,unknown,unknown
Cho Chang's spouse,Human,unknown,unknown,Muggle
Cliodna's birds,Bird,unknown,unknown,unknown
Cogg,Human,unknown,unknown,unknown
Common Welsh Green at the Magical Creatures Reserve,Dragon,unknown,unknown,unknown
Cook at the Leaky Cauldron,Human,unknown,unknown,unknown
Cooper children,Human,unknown,unknown,unknown
Credence Barebone's phoenix,Phoenix,unknown,unknown,unknown
Dirk Cresswell's friends,Human,unknown,unknown,unknown
Crispin Cronk's sphinxes,Sphinx,unknown,unknown,unknown
Winky Crockett (Gryffindor),Human,unknown,Gryffindor,unknown
Cyprian Youdle's killer,Human,unknown,unknown,unknown
Dean Thomas's half-siblings,Human,unknown,unknown,Muggle
Dehoff,Human,unknown,unknown,unknown
J. Delmagicus,Human,unknown,unknown,unknown
Director of the Investigation Department No. 61042,Human,unknown,unknown,unknown
Director of the Ministry Police No. 41041,Human,unknown,unknown,unknown
Dobbin,Human,unknown,unknown,unknown
J. Dorny,Human,unknown,unknown,unknown
Draco Malfoy's eagle owl,Owl,unknown,unknown,unknown
Drooble,Human,unknown,unknown,unknown
Dudley Dursley's children,Human,unknown,unknown,Muggle
Dudley Dursley's parrot,Parrot,unknown,unknown,unknown
Dudley Dursley's tortoise,Tortoise,unknown,unknown,unknown
B. Dunstan,Human,unknown,unknown,unknown
Eekins,Human,unknown,Hufflepuff,unknown
Ellerby,Human,unknown,unknown,unknown
Employee of the Hogsmeade Post Office,Human,unknown,unknown,unknown
FDM,Human,unknown,unknown,Muggle
D. Figueiredus,Human,unknown,unknown,unknown
E. L. Filhus,Human,unknown,unknown,unknown
Filibuster,Human,unknown,unknown,unknown
Filk,House-elf,unknown,unknown,unknown
Fleetwing,Hippogriff,unknown,unknown,unknown
Fleetwood,Human,unknown,unknown,unknown
Filius Flitwick's goblin ancestor,Goblin,unknown,unknown,unknown
G. Forbes,Human,unknown,unknown,Muggle
Forbidden Forest Mooncalf herd,Mooncalf,unknown,unknown,unknown
Foreign President,Human,unknown,unknown,Muggle
Forest Troll at the Forest Lake,Troll,Male,unknown,unknown
Forest Vault Acromantula,Acromantula,Male,unknown,unknown
Fox near Spinner's End,Fox,unknown,unknown,unknown
Fractcumulus,unknown,unknown,unknown,unknown
Gamp,Human,unknown,unknown,unknown
German-speaking children,Human,unknown,unknown,unknown
Ghoul in Grimmauld Place,Ghoul,unknown,unknown,unknown
Ghoul in the Muggle Studies Classroom,Ghoul,unknown,unknown,unknown
Giant rat (creature),Rat,unknown,unknown,unknown
Gigantic serpent,Snake,unknown,unknown,unknown
Gigantic white worm,unknown,unknown,unknown,unknown
Gilderoy Lockhart's neighbour,Human,unknown,unknown,unknown
Golpalott,Human,unknown,unknown,unknown
Gormless Morgan's friends,Human,unknown,unknown,unknown
Grangers' dogs,Dog,unknown,unknown,unknown
Mathilda Grimblehawk's partner,Human,unknown,unknown,unknown
Gringott's Dragon,Dragon,unknown,unknown,unknown
Grisema Quoia,unknown,unknown,unknown,unknown
Grumble,Goat,unknown,unknown,unknown
Unidentified Gryffindor boy's friend,Human,unknown,Gryffindor,unknown
Hawk-like owl,Owl,unknown,unknown,unknown
Corey Hayden,Human,unknown,Gryffindor,unknown
Headteacher of Beauxbatons Academy of Magic during 1792,Human,unknown,unknown,unknown
Headteacher of Durmstrang Institute during 1792,Human,unknown,unknown,Pure-blood
Headteacher of Hogwarts School of Witchcraft and Wizardry during 1792,Human,unknown,unknown,unknown
Hedwig's killer,Human,unknown,unknown,Pure-blood
Herpo the Foul's basilisk,Basilisk,unknown,unknown,unknown
Hogwarts Express driver,Human,unknown,unknown,unknown
Hogwarts Giant Squid,Giant Squid,unknown,unknown,unknown
Hogwarts potions champion,Human,unknown,unknown,unknown
Hoppy,Kneazle,unknown,unknown,unknown
Horace Slughorn's owl,Owl,unknown,unknown,unknown
Hothoof,Hippogriff,unknown,unknown,unknown
Infant Demonic,unknown,unknown,unknown,unknown
Jacob's American relatives,unknown,unknown,unknown,unknown
Jacob's sibling,Human,unknown,unknown,Pure-blood
Jacob's sibling's cat,Cat,unknown,unknown,unknown
Jacob's sibling's Crup,Crup,unknown,unknown,unknown
Jacob's sibling's rat,Rat,unknown,unknown,unknown
James and Lily Potter's Muggle betrayer,Human,unknown,unknown,Muggle
James Potter II's owl,Owl,unknown,unknown,unknown
Janek,Human,unknown,unknown,Muggle
Jarrett,Human,unknown,unknown,unknown
Jenna Jovius,unknown,unknown,unknown,unknown
Bertha Jorkins's second cousin,Human,unknown,unknown,unknown
Sage Kelleen,Human,unknown,Gryffindor,unknown
Khanna family house-elf,House-elf,unknown,unknown,unknown
Rowan Khanna,Human,unknown,unknown,Pure-blood
Kneil,Kneazle,unknown,unknown,unknown
H. Knighton's offspring,Human,unknown,unknown,unknown
Krafty,House-elf,unknown,unknown,unknown
H . O. Lama,Human,unknown,unknown,unknown
E. Lambini,Human,unknown,unknown,unknown
Laurenzoo,Human,unknown,unknown,unknown
Lee Jordan's tarantula,Tarantula,unknown,unknown,unknown
E. Lima,Human,unknown,unknown,unknown
E. Limus,Human,unknown,unknown,unknown
E. A. Limus,Human,unknown,unknown,unknown
Loch Ness Monster,Kelpie,unknown,unknown,unknown
W. Lozzus,Human,unknown,unknown,unknown
Lucius Malfoy's dogs,unknown,unknown,unknown,unknown
M. Carneiro (wizard),Human,unknown,unknown,unknown
M. G. McGonagall,Human,unknown,Gryffindor,unknown
K. Machadus,Human,unknown,unknown,unknown
Dominique Maestro,Human,unknown,unknown,unknown
Mafalda Hopkirk's Ministerial Superior,Human,unknown,unknown,unknown
Martha Steward II's friend,Human,unknown,unknown,unknown
Matelot,Human,unknown,unknown,unknown
Matey,Goat,unknown,unknown,unknown
Evaan Mathew,unknown,unknown,unknown,unknown
Mauler,Kneazle,unknown,unknown,unknown
Mayer,Human,unknown,unknown,Muggle
McGonagalls' cat,Cat,unknown,unknown,unknown
Dougal McGregor's children,Human,unknown,unknown,Muggle
McHavelock,unknown,unknown,unknown,unknown
Medusa,Human,unknown,unknown,unknown
Millamant,Human,unknown,unknown,unknown
Millicent Bulstrode's cat,Cat,unknown,unknown,unknown
M. Mina,Human,unknown,unknown,unknown
Ministry of Magic Visitor No. 09602,Human,unknown,unknown,unknown
Ministry of Magic Visitor No. 09603,Human,unknown,unknown,unknown
Ministry of Magic Visitor No. 09786,Human,unknown,unknown,unknown
Ministry Official No. 25052018,Human,unknown,unknown,unknown
Ministry Official No. 39423,Human,unknown,unknown,unknown
M. L. Minus,Human,unknown,unknown,unknown
M. L. Miraphorum,Human,unknown,unknown,unknown
M. Miraphorumus,Human,unknown,unknown,unknown
Miromy Hara,unknown,unknown,unknown,unknown
Modesty Rabnott's hippogriff,Hippogriff,unknown,unknown,unknown
H. Mogrix,Human,unknown,unknown,unknown
Monstrous Leaky Cauldron guest,unknown,unknown,unknown,unknown
Mooncalf at the Magical Creatures Reserve,Mooncalf,unknown,unknown,unknown
Morfin Gaunt's first snake,Snake,unknown,unknown,unknown
Morfin Gaunt's second snake,Adder,unknown,unknown,unknown
Moribund,Human,unknown,unknown,unknown
Muggle tramp,Human,unknown,unknown,Muggle
Name,Human,unknown,unknown,unknown
Name author,Human,unknown,unknown,unknown
M. P. Nettum,Human,unknown,unknown,unknown
Nevin,Newt,unknown,unknown,unknown
Newton Scamander's Niffler,Niffler,Male,unknown,unknown
N. Newzer,Human,unknown,unknown,unknown
Nigel Wolpert's owl,Owl,unknown,unknown,unknown
H. R. Nigellus,Human,unknown,unknown,unknown
Nimbostratus,unknown,unknown,unknown,unknown
L. O'Sullivan,Human,unknown,unknown,unknown
Oliver Wood's friends,Human,unknown,unknown,unknown
Overweight Ministry of Magic worker,Human,unknown,unknown,unknown
Painting of a caged monkey,unknown,unknown,unknown,unknown
Painting of a hippopotamus,Hippopotamus,unknown,unknown,unknown
Painting of a tiger,Tiger,unknown,unknown,unknown
Painting of a wolfhound,unknown,unknown,unknown,unknown
Painting of an elephant,Elephant,unknown,unknown,unknown
R. Palombus,Human,unknown,unknown,unknown
Parkin (Beater I),Human,unknown,unknown,unknown
Parkin (Beater II),Human,unknown,unknown,unknown
Parkin (Chaser I),Human,unknown,unknown,unknown
Parkin (Chaser II),Human,unknown,unknown,unknown
Parkin (Chaser III),Human,unknown,unknown,unknown
Parkin (Keeper),Human,unknown,unknown,unknown
Parkin (Seeker),Human,unknown,unknown,unknown
Riya Patel,Human,unknown,unknown,unknown
C. Pigeonious,Human,unknown,unknown,unknown
J. Pippin,Human,unknown,unknown,unknown
H. Pollingtonious,Human,unknown,unknown,unknown
Port Authority boss,Human,unknown,unknown,Muggle
Portrait of a dog,Dog,unknown,unknown,unknown
Portrait of people watching Quidditch,Human,unknown,unknown,unknown
Potters' cat,Cat,unknown,unknown,unknown
J. E. Prewitt,Human,unknown,unknown,unknown
Proudfoot,Human,unknown,unknown,unknown
Quentin Sparkle,unknown,unknown,unknown,unknown
R's second messenger,Human,unknown,unknown,unknown
R. J. H. King,Human,unknown,Gryffindor,unknown
M. Ralphous,Human,unknown,unknown,unknown
Retch,House-elf,unknown,unknown,unknown
Robert McGonagall Senior's friends,Human,unknown,unknown,Muggle
Rodney Rohesia,unknown,unknown,unknown,unknown
Ronald Weasley's frog,unknown,unknown,unknown,unknown
Rosalind Ness,unknown,unknown,unknown,unknown
Rosenbaum,Human,unknown,unknown,Muggle
Rosmerta's cat,Cat,unknown,unknown,unknown
Rosmerta's dog,Dog,unknown,unknown,unknown
Rubeus Hagrid's Crups,Crup,unknown,unknown,unknown
Sam's owner,Human,unknown,unknown,Muggle
Savage,Human,unknown,unknown,unknown
Scarpin,Human,unknown,unknown,unknown
Scrivenshaft,Human,unknown,unknown,unknown
Sea Serpent of Cromer,Sea serpent,unknown,unknown,unknown
Silas Crump's cat,Cat,unknown,unknown,unknown
Sinistra,Human,unknown,unknown,unknown
Sirius Black's barn owl,Owl,unknown,unknown,unknown
Sirius Black's owl,Owl,unknown,unknown,unknown
Skye Parkin's cousin,Human,unknown,unknown,unknown
Snowy,unknown,unknown,unknown,unknown
Faris Spavin's secretary,Human,unknown,unknown,unknown
Spellman,Human,unknown,unknown,unknown
Stark,Human,unknown,unknown,Muggle
Stebbins (1970s Hogwarts student),Human,unknown,unknown,unknown
Stormswift,Hippogriff,unknown,unknown,unknown
Billy Stubbs's rabbit,Rabbit,unknown,unknown,unknown
Sybill Trelawney's cat,Cat,unknown,unknown,unknown
Tao,unknown,unknown,unknown,unknown
Tarquin McTavish's neighbour,Human,unknown,unknown,Muggle
Temeritus Shanks's owl,Owl,unknown,unknown,unknown
The Toad,Animal ghost,unknown,unknown,unknown
Thestral at the Magical Creatures Reserve,Thestral,unknown,unknown,unknown
Janus Thickey's children,Human,unknown,unknown,Pure-blood
Tiffin,Griffin,unknown,unknown,unknown
Violet Tillyman's children,Human,unknown,unknown,Pure-blood
Toad Toazer,unknown,unknown,Gryffindor,unknown
Transylvanian Head of Magical Co-operation,Human,unknown,unknown,unknown
Sloan Travers,Human,unknown,unknown,unknown
Donaghan Tremlett's spouse,Human,unknown,unknown,unknown
Trio of Red Caps,Red Cap,unknown,unknown,unknown
Troll at the Training Grounds,Troll,unknown,unknown,unknown
Troll in the Bathroom,Troll,unknown,unknown,unknown
Troll in the Underground Chambers,Troll,unknown,unknown,unknown
Tiny Trotters,unknown,unknown,unknown,unknown
Tufty,unknown,unknown,unknown,unknown
Tut,Human,unknown,unknown,unknown
Twinkle,Human,unknown,unknown,unknown
Ubbly,Human,unknown,unknown,unknown
Unicorn at the Magical Creatures Reserve,Unicorn,unknown,unknown,unknown
Unidentified 16th-century Potions professor,Human,unknown,unknown,unknown
Unidentified 1984–1985 Defence Against the Dark Arts professor,Human,unknown,unknown,unknown
Unidentified 1986–1987 Defence Against the Dark Arts professor,Human,unknown,unknown,unknown
Unidentified 1987–1988 Defence Against the Dark Arts professor,Human,unknown,unknown,unknown
Unidentified 1989–1990 Defence Against the Dark Arts professor,Human,unknown,unknown,unknown
Unidentified 19th-century Hogwarts student,Human,unknown,unknown,Pure-blood
Unidentified Acromantula Commander during Battle of Hogwarts,Acromantula,unknown,unknown,unknown
Unidentified Aurors,Human,unknown,unknown,unknown
Unidentified Ballycastle Bats Chaser,unknown,unknown,unknown,unknown
Unidentified bird in bell jar,Hummingbird,unknown,unknown,unknown
Unidentified bluebird,unknown,unknown,unknown,unknown
Unidentified broom flyer,Human,unknown,unknown,unknown
